title,Action,Adventure,Animation,Budget,Comedy,Crime,Domestic Opening,Drama,Family,Fantasy,Original Release Gross Worldwide,Other_Genres,Romance,Running Time,Science fiction,Thriller,Year of Release,Rating_G,Rating_PG,Rating_PG-13,Rating_R
How the Grinch Stole Christmas,0.0,0.0,0.0,123000000,1.0,0.0,55082330,0.0,1.0,1.0,345141403,0.0,0.0,104.0,0.0,0.0,2000,0,1,0,0
Star Trek Beyond,1.0,1.0,0.0,185000000,0.0,0.0,59253211,0.0,0.0,0.0,343471816,0.0,0.0,122.0,1.0,1.0,2016,0,0,1,0
Alvin and the Chipmunks: Chipwrecked,0.0,1.0,1.0,75000000,1.0,0.0,23244744,0.0,1.0,0.0,342695435,1.0,0.0,87.0,0.0,0.0,2011,1,0,0,0
Wanted,1.0,0.0,0.0,75000000,0.0,1.0,50927085,0.0,0.0,0.0,342463063,0.0,0.0,110.0,0.0,1.0,2008,0,0,0,1
The Flintstones,0.0,0.0,0.0,46000000,1.0,0.0,29688730,0.0,1.0,1.0,341631208,0.0,0.0,91.0,0.0,0.0,1994,0,1,0,0
A Quiet Place,0.0,0.0,0.0,17000000,0.0,0.0,50203562,1.0,0.0,0.0,340939361,1.0,0.0,90.0,1.0,0.0,2018,0,0,1,0
Enchanted,0.0,0.0,1.0,85000000,1.0,0.0,34440317,0.0,1.0,1.0,340487652,1.0,1.0,107.0,0.0,0.0,2007,0,1,0,0
300: Rise of an Empire,1.0,0.0,0.0,110000000,0.0,0.0,45038460,1.0,0.0,0.0,337580051,0.0,0.0,102.0,0.0,0.0,2014,0,0,0,1
Batman Forever,1.0,1.0,0.0,100000000,0.0,0.0,52784433,0.0,0.0,0.0,184031112,0.0,0.0,121.0,0.0,0.0,1995,0,0,1,0
Prince of Persia: The Sands of Time,1.0,1.0,0.0,200000000,0.0,0.0,30095259,0.0,0.0,1.0,336365676,0.0,0.0,116.0,0.0,0.0,2009,0,0,1,0
The Curious Case of Benjamin Button,0.0,0.0,0.0,150000000,0.0,0.0,26853816,1.0,0.0,1.0,335802786,0.0,1.0,166.0,0.0,0.0,2008,0,0,1,0
Journey 2: The Mysterious Island,1.0,1.0,0.0,79000000,1.0,0.0,27335363,0.0,1.0,1.0,335260290,0.0,0.0,94.0,1.0,0.0,2012,0,1,0,0
The Rock,1.0,1.0,0.0,75000000,0.0,0.0,25069525,0.0,0.0,0.0,134069511,0.0,0.0,136.0,0.0,1.0,1996,0,0,0,1
The Great Wall,1.0,1.0,0.0,150000000,0.0,0.0,18469620,0.0,0.0,1.0,334933831,0.0,0.0,103.0,0.0,1.0,2016,0,0,1,0
Fantastic Four,1.0,1.0,0.0,100000000,0.0,0.0,56061504,0.0,0.0,1.0,333535934,0.0,0.0,106.0,1.0,0.0,2005,0,0,1,0
Indiana Jones and the Temple of Doom,1.0,1.0,0.0,28000000,0.0,0.0,25337110,0.0,0.0,0.0,179870271,0.0,0.0,118.0,0.0,0.0,1984,0,0,0,0
Back to the Future Part II,0.0,1.0,0.0,40000000,1.0,0.0,27835125,0.0,0.0,0.0,118549330,0.0,0.0,108.0,1.0,0.0,1989,0,0,0,0
22 Jump Street,1.0,0.0,0.0,50000000,1.0,1.0,57071445,0.0,0.0,0.0,331333876,0.0,0.0,112.0,0.0,0.0,2014,0,0,0,1
Meet the Parents,0.0,0.0,0.0,55000000,1.0,0.0,28623300,0.0,0.0,0.0,330444045,0.0,1.0,108.0,0.0,0.0,2000,0,0,1,0
Who Framed Roger Rabbit,0.0,1.0,1.0,70000000,1.0,1.0,11226239,0.0,1.0,1.0,238092038,1.0,0.0,104.0,0.0,0.0,1988,0,0,0,0
Black Swan,0.0,0.0,0.0,13000000,0.0,0.0,1443809,1.0,0.0,0.0,329398046,0.0,0.0,108.0,0.0,1.0,2010,0,0,0,1
The Perfect Storm,1.0,1.0,0.0,140000000,0.0,0.0,41325042,1.0,0.0,0.0,328718434,0.0,0.0,130.0,0.0,1.0,2000,0,0,1,0
Se7en,0.0,0.0,0.0,33000000,0.0,1.0,13949807,1.0,0.0,0.0,100125643,1.0,0.0,127.0,0.0,1.0,1995,0,0,0,1
John Wick: Chapter 3 - Parabellum,1.0,0.0,0.0,75000000,0.0,1.0,56818067,0.0,0.0,0.0,326709727,0.0,0.0,130.0,0.0,1.0,2019,0,0,0,1
The Devil Wears Prada,0.0,0.0,0.0,35000000,1.0,0.0,27537244,1.0,0.0,0.0,326705902,0.0,0.0,109.0,0.0,0.0,2006,0,0,1,0
Taken 3,1.0,0.0,0.0,48000000,0.0,1.0,39201657,0.0,0.0,0.0,326479141,0.0,0.0,108.0,0.0,1.0,2015,0,0,1,0
The Hunchback of Notre Dame,0.0,0.0,1.0,100000000,0.0,0.0,21037414,1.0,1.0,0.0,325338851,1.0,1.0,91.0,0.0,0.0,1996,0,0,0,0
A Christmas Carol,0.0,1.0,1.0,200000000,0.0,0.0,30051075,1.0,1.0,1.0,325286646,1.0,0.0,96.0,0.0,0.0,2009,0,1,0,0
The SpongeBob Movie: Sponge Out of Water,0.0,1.0,1.0,74000000,1.0,0.0,55365012,0.0,1.0,1.0,325186032,0.0,0.0,92.0,0.0,0.0,2015,0,1,0,0
Schindler's List,0.0,0.0,0.0,22000000,0.0,0.0,656636,1.0,0.0,0.0,96065768,1.0,0.0,195.0,0.0,0.0,1993,0,0,0,1
Megamind,1.0,0.0,1.0,130000000,1.0,1.0,46016833,0.0,1.0,1.0,321885765,0.0,0.0,95.0,1.0,0.0,2010,0,1,0,0
The Conjuring 2,0.0,0.0,0.0,40000000,0.0,0.0,40406314,0.0,0.0,0.0,320392818,1.0,0.0,134.0,0.0,1.0,2016,0,0,0,1
Green Book,0.0,0.0,0.0,23000000,1.0,0.0,320429,1.0,0.0,0.0,321752656,1.0,0.0,130.0,0.0,0.0,2018,0,0,1,0
Lethal Weapon 3,1.0,0.0,0.0,35000000,0.0,1.0,33243086,0.0,0.0,0.0,321731527,0.0,0.0,118.0,0.0,1.0,1992,0,0,0,1
The Ugly Truth,0.0,0.0,0.0,38000000,1.0,0.0,27605576,0.0,0.0,0.0,205298907,0.0,1.0,96.0,0.0,0.0,2009,0,0,0,1
Robin Hood,1.0,1.0,0.0,200000000,0.0,0.0,36063385,1.0,0.0,0.0,321669741,1.0,0.0,140.0,0.0,0.0,2010,0,0,1,0
Inglourious Basterds,0.0,1.0,0.0,70000000,0.0,0.0,38054676,1.0,0.0,0.0,321455689,1.0,0.0,153.0,0.0,0.0,2009,0,0,0,1
The Conjuring,0.0,0.0,0.0,20000000,0.0,0.0,41855326,0.0,0.0,0.0,319494638,1.0,0.0,112.0,0.0,1.0,2013,0,0,0,1
Sonic the Hedgehog,1.0,1.0,0.0,85000000,1.0,0.0,58018348,0.0,0.0,0.0,319715683,0.0,0.0,99.0,1.0,0.0,2020,0,1,0,0
The Last Airbender,1.0,1.0,0.0,150000000,0.0,0.0,40325019,0.0,1.0,1.0,319713881,0.0,0.0,103.0,0.0,0.0,2010,0,1,0,0
The Proposal,0.0,0.0,0.0,40000000,1.0,0.0,33627598,1.0,0.0,0.0,317375031,0.0,1.0,108.0,0.0,0.0,2009,0,0,1,0
A Beautiful Mind,0.0,0.0,0.0,58000000,0.0,0.0,367151,1.0,0.0,0.0,313542341,1.0,0.0,135.0,0.0,0.0,2001,0,0,1,0
Air Force One,1.0,0.0,0.0,85000000,0.0,0.0,37132505,1.0,0.0,0.0,315156409,0.0,0.0,124.0,0.0,1.0,1997,0,0,0,1
The Expendables 2,1.0,1.0,0.0,100000000,0.0,0.0,28591370,0.0,0.0,0.0,314975955,0.0,0.0,103.0,0.0,1.0,2012,0,0,0,1
Chicken Little,0.0,1.0,1.0,150000000,1.0,0.0,40049778,0.0,1.0,1.0,314432837,0.0,0.0,81.0,1.0,0.0,2005,1,0,0,0
The Polar Express,0.0,1.0,1.0,165000000,1.0,0.0,23323463,0.0,1.0,1.0,286000505,1.0,0.0,100.0,0.0,0.0,2004,0,0,0,0
As Good as It Gets,0.0,0.0,0.0,50000000,1.0,0.0,12606928,1.0,0.0,0.0,148478011,0.0,1.0,139.0,0.0,0.0,1997,0,0,1,0
Maze Runner: The Scorch Trials,1.0,1.0,0.0,61000000,0.0,0.0,30316510,0.0,0.0,0.0,312296056,0.0,0.0,117.09462915601024,1.0,1.0,2015,0,0,1,0
Resident Evil: The Final Chapter,1.0,0.0,0.0,40000000,0.0,0.0,13601682,0.0,0.0,0.0,312242626,1.0,0.0,107.0,1.0,0.0,2016,0,0,0,1
Austin Powers: The Spy Who Shagged Me,1.0,1.0,0.0,33000000,1.0,1.0,17981900,0.0,0.0,0.0,312016928,0.0,0.0,95.0,0.0,0.0,1999,0,0,1,0
The Lego Batman Movie,1.0,1.0,1.0,80000000,1.0,1.0,53003468,0.0,1.0,1.0,311950384,0.0,1.0,104.0,1.0,0.0,2017,0,1,0,0
Knives Out,0.0,0.0,0.0,40000000,1.0,1.0,26769548,1.0,0.0,0.0,311605581,1.0,0.0,130.0,0.0,1.0,2019,0,0,1,0
Little Fockers,0.0,0.0,0.0,100000000,1.0,0.0,30833665,0.0,0.0,0.0,310650585,0.0,1.0,98.0,0.0,0.0,2010,0,0,1,0
Bolt,0.0,1.0,1.0,150000000,1.0,1.0,26223128,1.0,1.0,0.0,309979994,0.0,0.0,96.0,0.0,0.0,2008,0,1,0,0
Runaway Bride,0.0,0.0,0.0,70000000,1.0,0.0,35055556,0.0,0.0,0.0,309460292,0.0,1.0,117.09462915601024,0.0,0.0,1999,0,1,0,0
The Blind Side,0.0,0.0,0.0,29000000,0.0,0.0,34119372,1.0,0.0,0.0,309208309,1.0,0.0,129.0,0.0,0.0,2009,0,0,1,0
The Fault in Our Stars,0.0,0.0,0.0,12000000,0.0,0.0,48002523,1.0,0.0,0.0,307166834,0.0,1.0,126.0,0.0,0.0,2014,0,0,1,0
The Pursuit of Happyness,0.0,0.0,0.0,55000000,0.0,0.0,26541709,1.0,0.0,0.0,307127625,1.0,0.0,117.0,0.0,0.0,2006,0,0,1,0
Rise of the Guardians,1.0,1.0,1.0,145000000,1.0,0.0,23773465,1.0,1.0,1.0,306941670,0.0,0.0,97.0,0.0,0.0,2012,0,1,0,0
Chicago,0.0,0.0,0.0,45000000,1.0,1.0,2074929,0.0,0.0,0.0,306776732,1.0,0.0,113.0,0.0,0.0,2002,0,0,1,0
Annabelle: Creation,0.0,0.0,0.0,15000000,0.0,0.0,35006404,0.0,0.0,0.0,306515884,1.0,0.0,109.0,0.0,1.0,2017,0,0,0,1
Skyscraper,1.0,1.0,0.0,125000000,0.0,0.0,24905015,0.0,0.0,0.0,304868961,0.0,0.0,102.0,0.0,1.0,2018,0,0,1,0
A Good Day to Die Hard,1.0,0.0,0.0,92000000,0.0,0.0,24834845,0.0,0.0,0.0,304654182,0.0,0.0,98.0,0.0,1.0,2013,0,0,0,1
Passengers,0.0,0.0,0.0,110000000,0.0,0.0,14869736,1.0,0.0,0.0,303144152,0.0,1.0,116.0,1.0,1.0,2016,0,0,1,0
Battleship,1.0,1.0,0.0,209000000,0.0,0.0,25534825,0.0,0.0,0.0,303025485,0.0,0.0,131.0,1.0,1.0,2012,0,0,1,0
G.I. Joe: The Rise of Cobra,1.0,1.0,0.0,175000000,0.0,0.0,54713046,0.0,0.0,0.0,302469017,0.0,0.0,118.0,1.0,1.0,2009,0,0,1,0
Wrath of the Titans,1.0,1.0,0.0,150000000,0.0,0.0,33457188,0.0,0.0,1.0,301970083,0.0,0.0,99.0,0.0,0.0,2012,0,0,1,0
Fantastic 4: Rise of the Silver Surfer,1.0,1.0,0.0,130000000,0.0,0.0,58051684,0.0,0.0,1.0,301913131,0.0,0.0,92.0,1.0,0.0,2007,0,1,0,0
Hook,0.0,1.0,0.0,70000000,1.0,0.0,13522535,0.0,1.0,1.0,119654823,0.0,0.0,142.0,0.0,0.0,1991,0,0,0,0
Superman,1.0,1.0,0.0,55000000,0.0,0.0,7465343,1.0,0.0,0.0,134218018,0.0,0.0,143.0,1.0,0.0,1978,0,1,0,0
Resident Evil: Afterlife,1.0,1.0,0.0,60000000,0.0,0.0,26650264,0.0,0.0,0.0,300228084,1.0,0.0,96.0,1.0,0.0,2010,0,0,0,1
Van Helsing,1.0,1.0,0.0,160000000,0.0,0.0,51748040,0.0,0.0,1.0,300157638,0.0,0.0,131.0,0.0,0.0,2004,0,0,1,0
Stuart Little,0.0,1.0,0.0,133000000,1.0,0.0,15018223,0.0,1.0,1.0,300135367,0.0,0.0,84.0,0.0,0.0,1999,0,1,0,0
Alice Through the Looking Glass,0.0,1.0,0.0,170000000,0.0,0.0,26858726,0.0,1.0,1.0,299457024,0.0,0.0,113.0,0.0,0.0,2016,0,1,0,0
My Best Friend's Wedding,0.0,0.0,0.0,38000000,1.0,0.0,21678377,1.0,0.0,0.0,299288605,0.0,1.0,105.0,0.0,0.0,1997,0,0,1,0
Horton Hears a Who!,0.0,1.0,1.0,85000000,1.0,0.0,45012998,0.0,1.0,1.0,298572799,0.0,0.0,86.0,0.0,0.0,2008,0,0,0,0
Ocean's Eight,1.0,0.0,0.0,70000000,1.0,1.0,41607378,0.0,0.0,0.0,297718711,0.0,0.0,110.0,0.0,1.0,2018,0,0,1,0
The Divergent Series: Insurgent,1.0,1.0,0.0,110000000,0.0,0.0,52263680,0.0,0.0,0.0,297002527,0.0,0.0,119.0,1.0,1.0,2015,0,0,1,0
Austin Powers in Goldmember,1.0,1.0,0.0,63000000,1.0,1.0,73071188,0.0,0.0,0.0,296938801,0.0,0.0,94.0,0.0,0.0,2002,0,0,1,0
Miss Peregrine's Home for Peculiar Children,0.0,1.0,0.0,110000000,0.0,0.0,28871140,1.0,1.0,1.0,296482446,0.0,0.0,127.0,0.0,1.0,2016,0,0,1,0
X-Men,1.0,1.0,0.0,75000000,0.0,0.0,54471475,0.0,0.0,0.0,296339528,0.0,0.0,104.0,1.0,0.0,2000,0,0,1,0
Ghostbusters,1.0,0.0,0.0,144000000,1.0,0.0,46018755,0.0,0.0,1.0,229147509,0.0,0.0,117.0,1.0,0.0,2016,0,0,1,0
Ferdinand,0.0,1.0,1.0,111000000,1.0,0.0,13401586,1.0,1.0,1.0,296069199,0.0,0.0,108.0,0.0,0.0,2017,0,1,0,0
Shutter Island,0.0,0.0,0.0,80000000,0.0,0.0,41062440,0.0,0.0,0.0,294804195,1.0,0.0,138.0,0.0,1.0,2010,0,0,0,1
Bee Movie,0.0,1.0,1.0,150000000,1.0,0.0,38021044,0.0,1.0,0.0,293514336,0.0,1.0,91.0,0.0,0.0,2007,0,1,0,0
Salt,1.0,0.0,0.0,110000000,0.0,0.0,36011243,0.0,0.0,0.0,293503354,0.0,0.0,100.0,0.0,1.0,2010,0,0,1,0
G-Force,1.0,1.0,1.0,150000000,1.0,0.0,31706934,0.0,1.0,1.0,292817841,0.0,0.0,88.0,1.0,0.0,2009,0,1,0,0
The Departed,0.0,0.0,0.0,90000000,0.0,1.0,26887467,1.0,0.0,0.0,291465034,0.0,0.0,151.0,0.0,1.0,2006,0,0,0,1
What Lies Beneath,0.0,0.0,0.0,100000000,0.0,0.0,29702959,1.0,0.0,0.0,291420351,1.0,0.0,130.0,0.0,1.0,2000,0,0,1,0
Pacific Rim: Uprising,1.0,1.0,0.0,150000000,0.0,0.0,28116535,0.0,0.0,0.0,290930148,0.0,0.0,111.0,1.0,0.0,2018,0,0,1,0
The Bourne Supremacy,1.0,0.0,0.0,75000000,0.0,0.0,52521865,0.0,0.0,0.0,290633422,1.0,0.0,108.0,0.0,1.0,2004,0,0,1,0
Sex and the City 2,0.0,0.0,0.0,100000000,1.0,0.0,31001870,1.0,0.0,0.0,290745055,0.0,1.0,146.0,0.0,0.0,2010,0,0,0,1
Shakespeare in Love,0.0,0.0,0.0,25000000,1.0,0.0,224012,1.0,0.0,0.0,289317794,1.0,1.0,123.0,0.0,0.0,1998,0,0,0,1
Divergent,1.0,1.0,0.0,85000000,0.0,0.0,54607747,0.0,0.0,0.0,288885818,1.0,0.0,139.0,1.0,0.0,2014,0,0,1,0
Wedding Crashers,0.0,0.0,0.0,40000000,1.0,0.0,32200000,0.0,0.0,0.0,288467645,0.0,1.0,119.0,0.0,0.0,2005,0,0,0,1
Bridesmaids,0.0,0.0,0.0,32500000,1.0,0.0,26247410,0.0,0.0,0.0,288383523,0.0,1.0,125.0,0.0,0.0,2011,0,0,0,1
Maze Runner: The Death Cure,1.0,1.0,0.0,62000000,0.0,0.0,24167011,0.0,0.0,0.0,288175335,0.0,0.0,117.09462915601024,1.0,1.0,2018,0,0,1,0
American Pie 2,0.0,0.0,0.0,30000000,1.0,0.0,45117985,0.0,0.0,0.0,287553595,0.0,0.0,108.0,0.0,0.0,2001,0,0,0,1
Pitch Perfect 2,0.0,0.0,0.0,29000000,1.0,0.0,69216890,0.0,0.0,0.0,287144079,1.0,0.0,115.0,0.0,0.0,2015,0,0,1,0
The Green Mile,0.0,0.0,0.0,60000000,0.0,1.0,18017152,1.0,0.0,1.0,286801374,1.0,0.0,189.0,0.0,0.0,1999,0,0,0,1
Oblivion,1.0,1.0,0.0,120000000,0.0,0.0,37054485,0.0,0.0,0.0,286168572,0.0,0.0,124.0,1.0,0.0,2013,0,0,1,0
Elysium,1.0,0.0,0.0,115000000,0.0,0.0,29807393,1.0,0.0,0.0,286140700,0.0,0.0,109.0,1.0,0.0,2013,0,0,0,1
Lethal Weapon 4,1.0,0.0,0.0,140000000,0.0,1.0,34048124,0.0,0.0,0.0,285444603,0.0,0.0,127.0,0.0,1.0,1998,0,0,0,1
John Carter,1.0,1.0,0.0,250000000,0.0,0.0,30180188,0.0,0.0,0.0,284139100,0.0,0.0,132.0,1.0,0.0,2012,0,0,1,0
Turbo,0.0,1.0,1.0,135000000,1.0,0.0,21312625,0.0,1.0,0.0,282570682,1.0,0.0,96.0,0.0,0.0,2013,0,1,0,0
Paddington,0.0,1.0,1.0,55000000,1.0,0.0,18966676,0.0,1.0,1.0,282370135,0.0,0.0,95.0,0.0,0.0,2014,0,1,0,0
Bridget Jones's Diary,0.0,0.0,0.0,25000000,1.0,0.0,10733933,1.0,0.0,0.0,281929795,0.0,1.0,97.0,0.0,0.0,2001,0,0,0,1
The Tourist,1.0,0.0,0.0,100000000,0.0,0.0,16472458,0.0,0.0,0.0,278780441,0.0,0.0,103.0,0.0,1.0,2010,0,0,1,0
Split,0.0,0.0,0.0,9000000,0.0,0.0,40010975,0.0,0.0,0.0,278454358,1.0,0.0,117.0,0.0,1.0,2017,0,0,1,0
Scary Movie,0.0,0.0,0.0,19000000,1.0,0.0,42346669,0.0,0.0,0.0,278019771,0.0,0.0,88.0,0.0,0.0,2000,0,0,0,1
xXx,1.0,1.0,0.0,70000000,0.0,0.0,44506103,0.0,0.0,0.0,277448382,0.0,0.0,124.0,0.0,1.0,2002,0,0,1,0
The Bourne Legacy,1.0,1.0,0.0,125000000,0.0,0.0,38142825,0.0,0.0,0.0,276144750,0.0,0.0,135.0,0.0,1.0,2012,0,0,1,0
Mr. Peabody & Sherman,0.0,1.0,1.0,145000000,1.0,0.0,32207057,0.0,1.0,0.0,275698039,0.0,1.0,92.0,1.0,0.0,2014,0,1,0,0
Scooby-Doo,0.0,1.0,0.0,84000000,1.0,0.0,54155312,0.0,1.0,1.0,275650703,1.0,0.0,89.0,0.0,0.0,2002,0,1,0,0
Lincoln,0.0,0.0,0.0,65000000,0.0,0.0,944308,1.0,0.0,0.0,275293450,1.0,0.0,150.0,0.0,0.0,2012,0,0,1,0
Lara Croft: Tomb Raider,1.0,1.0,0.0,115000000,0.0,0.0,47735743,0.0,0.0,1.0,274703340,0.0,0.0,100.0,0.0,1.0,2001,0,0,1,0
Tomb Raider,1.0,1.0,0.0,94000000,0.0,0.0,23633317,0.0,0.0,1.0,274650803,0.0,0.0,119.0,0.0,1.0,2018,0,0,1,0
The Expendables,1.0,1.0,0.0,80000000,0.0,0.0,34825135,0.0,0.0,0.0,274470394,0.0,0.0,103.0,0.0,1.0,2010,0,0,0,1
Cloudy with a Chance of Meatballs 2,0.0,1.0,1.0,78000000,1.0,0.0,34017930,1.0,1.0,1.0,274325949,0.0,0.0,95.0,1.0,0.0,2013,0,1,0,0
The Nutty Professor,0.0,0.0,0.0,54000000,1.0,0.0,25411725,0.0,0.0,0.0,273961019,0.0,1.0,95.0,1.0,0.0,1996,0,0,1,0
Jerry Maguire,0.0,0.0,0.0,50000000,1.0,0.0,17084296,1.0,0.0,0.0,273552592,1.0,1.0,139.0,0.0,0.0,1996,0,0,0,1
Bad Boys II,1.0,0.0,0.0,130000000,1.0,1.0,46522560,0.0,0.0,0.0,273339556,0.0,0.0,147.0,0.0,1.0,2003,0,0,0,1
Lilo & Stitch,0.0,1.0,1.0,80000000,1.0,0.0,35260212,1.0,1.0,1.0,273144151,0.0,0.0,85.0,1.0,0.0,2002,0,1,0,0
The Silence of the Lambs,0.0,0.0,0.0,19000000,0.0,1.0,13766814,1.0,0.0,0.0,130742922,0.0,0.0,118.0,0.0,1.0,1991,0,0,0,0
Grown Ups,0.0,0.0,0.0,80000000,1.0,0.0,40506562,0.0,0.0,0.0,271430189,0.0,0.0,102.0,0.0,0.0,2010,0,0,1,0
Neighbors,0.0,0.0,0.0,18000000,1.0,0.0,49033915,0.0,0.0,0.0,270665134,0.0,0.0,97.0,0.0,0.0,2014,0,0,0,1
We're the Millers,0.0,0.0,0.0,37000000,1.0,1.0,26419396,0.0,0.0,0.0,269994119,0.0,0.0,110.0,0.0,0.0,2012,0,0,0,1
Gran Torino,0.0,0.0,0.0,33000000,0.0,0.0,271720,1.0,0.0,0.0,269958228,0.0,0.0,116.0,0.0,0.0,2008,0,0,0,1
"10,000 BC",1.0,1.0,0.0,105000000,0.0,0.0,35867488,1.0,0.0,1.0,269784201,1.0,0.0,109.0,0.0,0.0,2008,0,0,1,0
American Gangster,0.0,0.0,0.0,100000000,0.0,1.0,43565135,1.0,0.0,0.0,269755430,1.0,0.0,157.0,0.0,0.0,2007,0,0,0,1
Epic,1.0,1.0,1.0,100000000,0.0,0.0,33531068,0.0,1.0,1.0,268426634,0.0,0.0,102.0,0.0,0.0,2013,0,1,0,0
Exodus: Gods and Kings,1.0,1.0,0.0,140000000,0.0,0.0,24115934,1.0,0.0,1.0,268175631,0.0,0.0,150.0,0.0,0.0,2014,0,0,1,0
The Princess and the Frog,0.0,1.0,1.0,105000000,1.0,0.0,786190,0.0,1.0,1.0,267045765,1.0,1.0,97.0,0.0,0.0,2009,0,0,0,0
Batman Returns,1.0,0.0,0.0,80000000,0.0,1.0,45687711,0.0,0.0,1.0,162831698,0.0,0.0,126.0,0.0,0.0,1992,0,0,1,0
Something's Gotta Give,0.0,0.0,0.0,80000000,1.0,0.0,16064723,1.0,0.0,0.0,265328738,0.0,1.0,128.0,0.0,0.0,2003,0,0,1,0
Bridget Jones: The Edge of Reason,0.0,0.0,0.0,40000000,1.0,0.0,8684055,1.0,0.0,0.0,265126918,0.0,1.0,108.0,0.0,0.0,2004,0,0,0,1
The Incredible Hulk,1.0,1.0,0.0,150000000,0.0,0.0,55414050,0.0,0.0,0.0,264770996,0.0,0.0,112.0,1.0,0.0,2008,0,0,1,0
Waterworld,1.0,1.0,0.0,175000000,0.0,0.0,21171780,0.0,0.0,0.0,264218220,0.0,0.0,135.0,1.0,0.0,1995,0,0,1,0
Charlie's Angels,1.0,1.0,0.0,93000000,1.0,1.0,40128550,0.0,0.0,0.0,264105545,0.0,0.0,98.0,0.0,1.0,2000,0,0,1,0
Jumanji,0.0,1.0,0.0,65000000,1.0,0.0,11084370,0.0,1.0,1.0,100475249,0.0,0.0,104.0,0.0,0.0,1995,0,1,0,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.0,0.0,0.0,18000000,1.0,0.0,26455463,0.0,0.0,0.0,262552893,0.0,0.0,84.0,0.0,0.0,2006,0,0,0,1
Robots,0.0,1.0,1.0,75000000,1.0,0.0,36045301,0.0,1.0,0.0,262511490,0.0,0.0,91.0,1.0,0.0,2005,0,1,0,0
Total Recall,1.0,1.0,0.0,125000000,0.0,0.0,25577758,0.0,0.0,0.0,198467168,0.0,0.0,118.0,1.0,1.0,2012,0,0,1,0
Terminator: Dark Fate,1.0,1.0,0.0,185000000,0.0,0.0,29033832,0.0,0.0,0.0,261119292,0.0,0.0,128.0,1.0,1.0,2019,0,0,0,1
The Lone Ranger,1.0,1.0,0.0,215000000,0.0,0.0,29210849,0.0,0.0,0.0,260502115,1.0,0.0,150.0,0.0,0.0,2013,0,0,1,0
Super 8,0.0,0.0,0.0,50000000,0.0,0.0,35451168,0.0,0.0,0.0,260095986,1.0,0.0,112.0,1.0,1.0,2011,0,0,1,0
Mojin: The Lost Legend,1.0,1.0,0.0,37000000,0.0,0.0,279974,1.0,0.0,1.0,259368448,1.0,0.0,127.0,0.0,1.0,2015,0,0,0,0
Blade Runner 2049,1.0,0.0,0.0,150000000,0.0,0.0,32753122,1.0,0.0,0.0,259239658,1.0,0.0,117.09462915601024,1.0,1.0,2017,0,0,0,1
Charlie's Angels: Full Throttle,1.0,1.0,0.0,120000000,1.0,1.0,37634221,0.0,0.0,0.0,259175788,0.0,0.0,106.0,0.0,0.0,2003,0,0,1,0
Parasite,0.0,0.0,0.0,11400000,1.0,0.0,393216,1.0,0.0,0.0,258633992,0.0,0.0,132.0,0.0,1.0,2019,0,0,0,1
Rush Hour 3,1.0,0.0,0.0,140000000,1.0,1.0,50237000,0.0,0.0,0.0,258097122,0.0,0.0,91.0,0.0,1.0,2007,0,0,1,0
The Full Monty,0.0,0.0,0.0,3500000,1.0,0.0,176585,1.0,0.0,0.0,257938649,0.0,0.0,91.0,0.0,0.0,1997,0,0,0,1
Kung Fu Yoga,1.0,1.0,0.0,65000000,1.0,0.0,111979,0.0,1.0,1.0,257743016,1.0,0.0,107.0,0.0,0.0,2017,0,0,0,0
Annabelle,0.0,0.0,0.0,6500000,0.0,0.0,37134255,0.0,0.0,0.0,257047661,1.0,0.0,99.0,0.0,1.0,2014,0,0,0,1
The Village,0.0,0.0,0.0,60000000,0.0,0.0,50746142,1.0,0.0,0.0,256697520,1.0,0.0,108.0,0.0,1.0,2003,0,0,1,0
Erin Brockovich,0.0,0.0,0.0,52000000,0.0,0.0,28138465,1.0,0.0,0.0,256271286,1.0,0.0,131.0,0.0,0.0,2000,0,0,0,1
Halloween,0.0,0.0,0.0,10000000,0.0,1.0,76221545,0.0,0.0,0.0,255485178,1.0,0.0,106.0,0.0,1.0,2018,0,0,0,1
Us,0.0,0.0,0.0,20000000,0.0,0.0,71117625,0.0,0.0,0.0,255184580,1.0,0.0,116.0,0.0,1.0,2019,0,0,0,1
Cliffhanger,1.0,1.0,0.0,70000000,0.0,0.0,16176967,0.0,0.0,0.0,84049211,0.0,0.0,113.0,0.0,1.0,1993,0,0,0,1
Men in Black: International,1.0,1.0,0.0,110000000,1.0,0.0,30035838,0.0,0.0,0.0,253890701,0.0,0.0,114.0,1.0,0.0,2019,0,0,1,0
High School Musical 3: Senior Year,0.0,0.0,0.0,11000000,1.0,0.0,42030184,1.0,1.0,0.0,252909177,1.0,1.0,112.0,0.0,0.0,2008,1,0,0,0
Hercules,1.0,1.0,0.0,100000000,0.0,0.0,29800263,0.0,0.0,1.0,244819862,0.0,0.0,98.0,0.0,0.0,2014,0,0,1,0
X-Men: Dark Phoenix,1.0,1.0,0.0,200000000,0.0,0.0,32828348,0.0,0.0,0.0,252442974,0.0,0.0,113.0,1.0,0.0,2019,0,0,1,0
True Grit,0.0,0.0,0.0,38000000,0.0,0.0,24830443,1.0,0.0,0.0,252276927,1.0,0.0,110.0,0.0,0.0,2010,0,0,1,0
