link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt2015381/?ref_=bo_cso_table_101,Guardians of the Galaxy,"$773,350,147","$333,718,600",43.2%,"$439,631,547",56.8%,2014,"Walt Disney Studios Motion Pictures

",94320883,170000000,PG-13,121,"['Action', 'Adventure', 'Comedy', 'Science fiction']",333176600,439600000,772776600
/title/tt0382625/?ref_=bo_cso_table_102,The Da Vinci Code,"$760,006,945","$217,536,138",28.6%,"$542,470,807",71.4%,2006,"Sony Pictures Entertainment (SPE)

",77073388,125000000,PG-13,149,"['Mystery', 'Thriller']",217536138,542470807,760006945
/title/tt6806448/?ref_=bo_cso_table_103,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019,"Universal Pictures

",60038950,200000000,,137,"['Action', 'Adventure', 'Thriller']",173956935,585100000,759056935
/title/tt1587310/?ref_=bo_cso_table_104,Maleficent,"$758,411,779","$241,410,378",31.8%,"$517,001,401",68.2%,2014,"Walt Disney Studios Motion Pictures

",69431298,180000000,PG,97,"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",241410378,517000000,758410378
/title/tt0948470/?ref_=bo_cso_table_105,The Amazing Spider-Man,"$757,930,663","$262,030,663",34.6%,"$495,900,000",65.4%,2012,"Sony Pictures Entertainment (SPE)

",62004688,230000000,PG-13,136,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",262030663,495900000,757930663
/title/tt1951265/?ref_=bo_cso_table_106,The Hunger Games: Mockingjay - Part 1,"$755,356,711","$337,135,885",44.6%,"$418,220,826",55.4%,2014,"Lionsgate

",121897634,125000000,PG-13,123,"['Action', 'Adventure', 'Science fiction', 'Thriller']",337135885,418220826,755356711
/title/tt0892791/?ref_=bo_cso_table_107,Shrek Forever After,"$752,600,867","$238,736,787",31.7%,"$513,864,080",68.3%,2010,"DreamWorks

",70838207,165000000,PG,93,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",238736787,513864080,752600867
/title/tt1277953/?ref_=bo_cso_table_108,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482",29%,"$530,529,792",71%,2012,"DreamWorks

",60316738,145000000,PG,95,"['Adventure', 'Animation', 'Comedy', 'Family']",216391482,530529792,746921274
/title/tt1386697/?ref_=bo_cso_table_109,Suicide Squad,"$746,846,894","$325,100,054",43.5%,"$421,746,840",56.5%,2016,"Warner Bros.

",133682248,175000000,PG-13,123,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",325100054,421746840,746846894
/title/tt1877832/?ref_=bo_cso_table_110,X-Men: Days of Future Past,"$746,045,700","$233,921,534",31.4%,"$512,124,166",68.6%,2014,"Twentieth Century Fox

",90823660,200000000,PG-13,132,"['Action', 'Adventure', 'Science fiction', 'Thriller']",233921534,512124166,746045700
/title/tt0363771/?ref_=bo_cso_table_111,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745,013,115","$291,710,957",39.2%,"$453,302,158",60.8%,2005,"Walt Disney Studios Motion Pictures

",65556312,180000000,PG,143,"['Adventure', 'Family', 'Fantasy']",291710957,453302158,745013115
/title/tt1453405/?ref_=bo_cso_table_112,Monsters University,"$743,559,645","$268,492,764",36.1%,"$475,066,881",63.9%,2013,"Walt Disney Studios Motion Pictures

",82429469,0,G,104,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",268492764,475066843,743559607
/title/tt0234215/?ref_=bo_cso_table_113,The Matrix Reloaded,"$741,847,937","$281,576,461",38%,"$460,271,476",62%,2003,"Warner Bros.

",91774413,150000000,R,138,"['Action', 'Science fiction']",281576461,457835574,739412035
/title/tt1049413/?ref_=bo_cso_table_114,Up,"$735,099,102","$293,004,164",39.9%,"$442,094,938",60.1%,2009,"Walt Disney Studios Motion Pictures

",68108790,175000000,PG,96,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",293004164,442094918,735099082
/title/tt10627720/?ref_=bo_cso_table_115,Ne Zha,"$726,264,074","$3,695,533",0.5%,"$722,568,541",99.5%,2019,"Well Go USA Entertainment

",1015755,0,,110,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Thriller']",3695533,722367938,726063471
/title/tt1454468/?ref_=bo_cso_table_116,Gravity,"$723,192,705","$274,092,705",37.9%,"$449,100,000",62.1%,2013,"Warner Bros.

",55785112,100000000,PG-13,91,"['Adventure', 'Drama', 'Science fiction', 'Thriller']",274092705,449100000,723192705
/title/tt5433138/?ref_=bo_cso_table_117,F9: The Fast Saga,"$716,582,345","$172,996,345",24.1%,"$543,586,000",75.9%,2021,"Universal Pictures

",70043165,0,PG-13,143,"['Action', 'Adventure', 'Crime', 'Thriller']",172996345,543586000,716582345
/title/tt1843866/?ref_=bo_cso_table_118,Captain America: The Winter Soldier,"$714,421,503","$259,766,572",36.4%,"$454,654,931",63.6%,2014,"Walt Disney Studios Motion Pictures

",95023721,170000000,PG-13,136,"['Action', 'Adventure', 'Science fiction', 'Thriller']",259766572,454654931,714421503
/title/tt1324999/?ref_=bo_cso_table_119,The Twilight Saga: Breaking Dawn - Part 1,"$712,205,856","$281,287,133",39.5%,"$430,918,723",60.5%,2011,"Summit Entertainment

",138122261,110000000,PG-13,117,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",281287133,430918723,712205856
/title/tt1259571/?ref_=bo_cso_table_120,The Twilight Saga: New Moon,"$711,025,481","$297,816,253",41.9%,"$413,209,228",58.1%,2009,"Summit Entertainment

",142839137,50000000,PG-13,130,"['Adventure', 'Drama', 'Fantasy', 'Romance']",296623634,413203828,709827462
/title/tt2103281/?ref_=bo_cso_table_121,Dawn of the Planet of the Apes,"$710,644,566","$208,545,589",29.4%,"$502,098,977",70.6%,2014,"Twentieth Century Fox

",72611427,170000000,PG-13,130,"['Action', 'Adventure', 'Drama', 'Science fiction']",208545589,502098977,710644566
/title/tt0418279/?ref_=bo_cso_table_122,Transformers,"$709,709,780","$319,246,193",45%,"$390,463,587",55%,2007,"DreamWorks

",70502384,150000000,PG-13,144,"['Action', 'Adventure', 'Science fiction']",319246193,390463587,709709780
/title/tt1872181/?ref_=bo_cso_table_123,The Amazing Spider-Man 2,"$708,982,323","$202,853,933",28.6%,"$506,128,390",71.4%,2014,"Sony Pictures Entertainment (SPE)

",91608337,0,PG-13,142,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",202853933,506128390,708982323
/title/tt1396484/?ref_=bo_cso_table_124,It,"$701,796,444","$328,828,874",46.9%,"$372,967,570",53.1%,2017,"Warner Bros.

",123403419,35000000,R,135,['Horror'],327481748,372900000,700381748
/title/tt0816692/?ref_=bo_cso_table_125,Interstellar,"$701,729,206","$188,020,017",26.8%,"$513,709,189",73.2%,2014,"Paramount Pictures

",47510360,165000000,PG-13,169,"['Adventure', 'Drama', 'Science fiction']",188020017,489876780,677896797
/title/tt7605074/?ref_=bo_cso_table_126,The Wandering Earth,"$699,992,512","$5,971,413",0.8%,"$694,021,099",99.2%,2019,CMC Pictures,1685287,0,,125,"['Action', 'Adventure', 'Science fiction', 'Thriller']",5971413,693885286,699856699
/title/tt1325004/?ref_=bo_cso_table_127,The Twilight Saga: Eclipse,"$698,491,347","$300,531,751",43%,"$397,959,596",57%,2010,"Summit Entertainment

",64832191,68000000,PG-13,124,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",300531751,397959596,698491347
/title/tt1229238/?ref_=bo_cso_table_128,Mission: Impossible - Ghost Protocol,"$694,713,380","$209,397,903",30.1%,"$485,315,477",69.9%,2011,"Paramount Pictures

",12785204,145000000,PG-13,132,"['Action', 'Adventure', 'Thriller']",209397903,485315477,694713380
/title/tt1392170/?ref_=bo_cso_table_129,The Hunger Games,"$694,394,724","$408,010,692",58.8%,"$286,384,032",41.2%,2012,"Lionsgate

",152535747,78000000,PG-13,142,"['Action', 'Adventure', 'Science fiction', 'Thriller']",408010692,286384032,694394724
/title/tt10370822/?ref_=bo_cso_table_130,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%,2021,"Warner Bros.

",0,0,R,136,"['Action', 'Adventure', 'Comedy', 'Mystery']",0,686257563,686257563
/title/tt2381249/?ref_=bo_cso_table_131,Mission: Impossible - Rogue Nation,"$682,716,636","$195,042,377",28.6%,"$487,674,259",71.4%,2015,"Paramount Pictures

",55520089,150000000,PG-13,131,"['Action', 'Adventure', 'Thriller']",195042377,487671890,682714267
/title/tt0109830/?ref_=bo_cso_table_132,Forrest Gump,"$678,226,133","$330,455,270",48.7%,"$347,770,863",51.3%,1994,"Paramount Pictures

",24450602,55000000,PG-13,142,"['Drama', 'Romance']",329694499,0,329694499
/title/tt1211837/?ref_=bo_cso_table_133,Doctor Strange,"$677,796,076","$232,641,920",34.3%,"$445,154,156",65.7%,2016,"Walt Disney Studios Motion Pictures

",85058311,165000000,PG-13,115,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",232641920,445076475,677718395
/title/tt0167404/?ref_=bo_cso_table_134,The Sixth Sense,"$672,806,432","$293,506,292",43.6%,"$379,300,140",56.4%,1999,"Walt Disney Studios Motion Pictures

",26681262,40000000,PG-13,107,"['Drama', 'Mystery', 'Thriller']",293506292,379300000,672806292
/title/tt0770828/?ref_=bo_cso_table_135,Man of Steel,"$668,045,518","$291,045,518",43.6%,"$377,000,000",56.4%,2013,"Warner Bros.

",116619362,225000000,PG-13,143,"['Action', 'Adventure', 'Science fiction']",291045518,377000000,668045518
/title/tt0438097/?ref_=bo_cso_table_136,Ice Age: The Meltdown,"$667,094,506","$195,330,621",29.3%,"$471,763,885",70.7%,2006,"Twentieth Century Fox

",68033544,80000000,PG,91,"['Adventure', 'Animation', 'Comedy', 'Family']",195330621,465668135,660998756
/title/tt1302011/?ref_=bo_cso_table_137,Kung Fu Panda 2,"$665,692,281","$165,249,063",24.8%,"$500,443,218",75.2%,2011,"DreamWorks

",47656302,150000000,PG,90,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",165249063,500443218,665692281
/title/tt1951266/?ref_=bo_cso_table_138,The Hunger Games: Mockingjay - Part 2,"$658,344,137","$281,723,902",42.8%,"$376,620,235",57.2%,2015,"Lionsgate

",102665981,160000000,PG-13,137,"['Action', 'Adventure', 'Science fiction', 'Thriller']",281723902,376620235,658344137
/title/tt0974015/?ref_=bo_cso_table_139,Justice League,"$657,926,987","$229,024,295",34.8%,"$428,902,692",65.2%,2017,"Warner Bros.

",93842239,0,PG-13,0,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",229024295,428900000,657924295
/title/tt2245084/?ref_=bo_cso_table_140,Big Hero 6,"$657,869,686","$222,527,828",33.8%,"$435,341,858",66.2%,2014,"Walt Disney Studios Motion Pictures

",56215889,165000000,PG,102,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Science fiction']",222527828,435300000,657827828
/title/tt4123430/?ref_=bo_cso_table_141,Fantastic Beasts: The Crimes of Grindelwald,"$654,855,901","$159,555,901",24.4%,"$495,300,000",75.6%,2018,"Warner Bros.

",62163104,200000000,PG-13,134,"['Adventure', 'Family', 'Fantasy']",159555901,495300000,654855901
/title/tt0325980/?ref_=bo_cso_table_142,Pirates of the Caribbean: The Curse of the Black Pearl,"$654,264,015","$305,413,918",46.7%,"$348,850,097",53.3%,2003,"Walt Disney Studios Motion Pictures

",46630690,140000000,PG-13,143,"['Action', 'Adventure', 'Fantasy']",305413918,348850097,654264015
/title/tt0121765/?ref_=bo_cso_table_143,Star Wars: Episode II - Attack of the Clones,"$653,779,970","$310,676,740",47.5%,"$343,103,230",52.5%,2002,"Twentieth Century Fox

",80027814,115000000,PG,142,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",302191252,343065200,645256452
/title/tt1981115/?ref_=bo_cso_table_144,Thor: The Dark World,"$644,783,140","$206,362,140",32%,"$438,421,000",68%,2013,"Walt Disney Studios Motion Pictures

",85737841,170000000,PG-13,112,"['Action', 'Adventure', 'Fantasy']",206362140,438421000,644783140
/title/tt3521164/?ref_=bo_cso_table_145,Moana,"$643,729,718","$248,757,044",38.6%,"$394,972,674",61.4%,2016,"Walt Disney Studios Motion Pictures

",56631401,0,PG,107,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",248757044,394574067,643331111
/title/tt3470600/?ref_=bo_cso_table_146,Sing,"$634,208,384","$270,448,425",42.6%,"$363,759,959",57.4%,2016,"Universal Pictures

",35258145,75000000,PG,108,"['Animation', 'Comedy', 'Family', 'Musical']",270395425,363756254,634151679
/title/tt0441773/?ref_=bo_cso_table_147,Kung Fu Panda,"$631,746,197","$215,434,591",34.1%,"$416,311,606",65.9%,2008,"DreamWorks

",60239130,130000000,PG,92,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",215434591,416309969,631744560
/title/tt0317705/?ref_=bo_cso_table_148,The Incredibles,"$631,607,053","$261,441,092",41.4%,"$370,165,961",58.6%,2004,"Walt Disney Studios Motion Pictures

",70467623,92000000,,115,"['Action', 'Adventure', 'Animation', 'Family']",261441092,370001000,631442092
/title/tt3659388/?ref_=bo_cso_table_149,The Martian,"$630,162,448","$228,433,663",36.2%,"$401,728,785",63.8%,2015,"Twentieth Century Fox

",54308575,108000000,PG-13,144,"['Adventure', 'Drama', 'Science fiction']",228433663,401728227,630161890
/title/tt0448157/?ref_=bo_cso_table_150,Hancock,"$629,443,428","$227,946,274",36.2%,"$401,497,154",63.8%,2008,"Sony Pictures Entertainment (SPE)

",62603879,150000000,PG-13,92,"['Action', 'Drama', 'Fantasy']",227946274,401497154,629443428
/title/tt1596343/?ref_=bo_cso_table_151,Fast Five,"$626,137,675","$209,837,675",33.5%,"$416,300,000",66.5%,2011,"Universal Pictures

",86198765,125000000,PG-13,130,"['Action', 'Adventure', 'Crime', 'Thriller']",209837675,416300000,626137675
/title/tt1409024/?ref_=bo_cso_table_152,Men in Black 3,"$624,026,776","$179,020,854",28.7%,"$445,005,922",71.3%,2012,"Sony Pictures Entertainment (SPE)

",54592779,225000000,PG-13,106,"['Action', 'Adventure', 'Comedy', 'Science fiction']",179020854,445005922,624026776
/title/tt1228705/?ref_=bo_cso_table_153,Iron Man 2,"$623,933,331","$312,433,331",50.1%,"$311,500,000",49.9%,2010,"Paramount Pictures

",128122480,200000000,PG-13,124,"['Action', 'Adventure', 'Science fiction']",312433331,311500000,623933331
/title/tt0382932/?ref_=bo_cso_table_154,Ratatouille,"$623,726,085","$206,445,654",33.1%,"$417,280,431",66.9%,2007,"Walt Disney Studios Motion Pictures

",47027395,150000000,G,111,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",206445654,417280431,623726085
/title/tt5095030/?ref_=bo_cso_table_155,Ant-Man and the Wasp,"$622,674,139","$216,648,740",34.8%,"$406,025,399",65.2%,2018,"Walt Disney Studios Motion Pictures

",75812205,0,PG-13,118,"['Action', 'Adventure', 'Comedy', 'Science fiction']",216648740,406025399,622674139
/title/tt1646971/?ref_=bo_cso_table_156,How to Train Your Dragon 2,"$621,537,519","$177,002,924",28.5%,"$444,534,595",71.5%,2014,"Twentieth Century Fox

",49451322,145000000,PG,102,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",177002924,444534595,621537519
/title/tt3315342/?ref_=bo_cso_table_157,Logan,"$619,179,950","$226,277,068",36.5%,"$392,902,882",63.5%,2017,"Twentieth Century Fox

",88411916,97000000,R,137,"['Action', 'Drama', 'Science fiction', 'Thriller']",226277068,392744368,619021436
/title/tt0119567/?ref_=bo_cso_table_158,The Lost World: Jurassic Park,"$618,638,999","$229,086,679",37%,"$389,552,320",63%,1997,"Universal Pictures

",72132785,73000000,PG-13,129,"['Action', 'Adventure', 'Science fiction']",229086679,389552320,618638999
/title/tt0381061/?ref_=bo_cso_table_159,Casino Royale,"$616,502,912","$167,445,960",27.2%,"$449,056,952",72.8%,2006,"Sony Pictures Entertainment (SPE)

",40833156,150000000,PG-13,144,"['Action', 'Adventure', 'Thriller']",167445960,438553632,605999592
/title/tt0335345/?ref_=bo_cso_table_160,The Passion of the Christ,"$612,054,506","$370,782,930",60.6%,"$241,271,576",39.4%,2004,"Newmarket Films

",83848082,30000000,R,127,['Drama'],370274604,241212132,611486736
/title/tt0795421/?ref_=bo_cso_table_161,Mamma Mia!,"$611,257,819","$144,169,664",23.6%,"$467,088,155",76.4%,2008,"Universal Pictures

",27751240,52000000,PG-13,108,"['Comedy', 'Musical', 'Romance']",144130063,465711574,609841637
/title/tt0454876/?ref_=bo_cso_table_162,Life of Pi,"$609,016,565","$124,987,023",20.5%,"$484,029,542",79.5%,2012,"Twentieth Century Fox

",22451514,120000000,PG,127,"['Adventure', 'Drama', 'Fantasy']",124987023,484029542,609016565
/title/tt3371366/?ref_=bo_cso_table_163,Transformers: The Last Knight,"$605,425,157","$130,168,683",21.5%,"$475,256,474",78.5%,2017,"Paramount Pictures

",44680073,217000000,PG-13,154,"['Action', 'Adventure', 'Science fiction']",130168683,475256474,605425157
/title/tt0479952/?ref_=bo_cso_table_164,Madagascar: Escape 2 Africa,"$603,900,354","$180,010,950",29.8%,"$423,889,404",70.2%,2008,"DreamWorks

",63106589,150000000,PG,89,"['Adventure', 'Animation', 'Comedy', 'Family']",180010950,423889404,603900354
/title/tt0407304/?ref_=bo_cso_table_165,War of the Worlds,"$603,873,119","$234,280,354",38.8%,"$369,592,765",61.2%,2005,"Paramount Pictures

",64878725,132000000,PG-13,116,"['Action', 'Adventure', 'Science fiction']",234280354,369592765,603873119
/title/tt0398286/?ref_=bo_cso_table_166,Tangled,"$592,462,816","$200,821,936",33.9%,"$391,640,880",66.1%,2010,"Walt Disney Studios Motion Pictures

",48767052,260000000,PG,100,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",200821936,391639796,592461732
/title/tt0830515/?ref_=bo_cso_table_167,Quantum of Solace,"$589,580,482","$168,368,427",28.6%,"$421,212,055",71.4%,2008,"Sony Pictures Entertainment (SPE)

",67528882,200000000,PG-13,106,"['Action', 'Adventure', 'Thriller']",168368427,421212055,589580482
/title/tt0119654/?ref_=bo_cso_table_168,Men in Black,"$589,390,539","$250,690,539",42.5%,"$338,700,000",57.5%,1997,"Sony Pictures Entertainment (SPE)

",51068455,90000000,PG-13,98,"['Action', 'Adventure', 'Comedy', 'Science fiction']",250690539,0,250690539
/title/tt0481499/?ref_=bo_cso_table_169,The Croods,"$587,235,983","$187,168,425",31.9%,"$400,067,558",68.1%,2013,"Twentieth Century Fox

",43639736,135000000,PG,98,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",187168425,400036243,587204668
/title/tt1411697/?ref_=bo_cso_table_170,The Hangover Part II,"$586,764,305","$254,464,305",43.4%,"$332,300,000",56.6%,2011,"Warner Bros.

",85946294,80000000,R,102,['Comedy'],254464305,332300000,586764305
/title/tt0371746/?ref_=bo_cso_table_171,Iron Man,"$585,796,247","$319,034,126",54.5%,"$266,762,121",45.5%,2008,"Paramount Pictures

",98618668,140000000,PG-13,126,"['Action', 'Adventure', 'Science fiction']",318604126,266762121,585366247
/title/tt0480249/?ref_=bo_cso_table_172,I Am Legend,"$585,410,052","$256,393,010",43.8%,"$329,017,042",56.2%,2007,"Warner Bros.

",77211321,150000000,PG-13,101,"['Action', 'Adventure', 'Drama', 'Science fiction', 'Thriller']",256393010,329017042,585410052
/title/tt1677720/?ref_=bo_cso_table_173,Ready Player One,"$582,893,671","$137,690,172",23.6%,"$445,203,499",76.4%,2018,"Warner Bros.

",41764050,175000000,PG-13,140,"['Action', 'Adventure', 'Science fiction']",137690172,445200000,582890172
/title/tt0198781/?ref_=bo_cso_table_174,"Monsters, Inc.","$579,707,738","$290,642,256",50.1%,"$289,065,482",49.9%,2001,"Walt Disney Studios Motion Pictures

",62577067,115000000,G,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",255873250,272900000,528773250
/title/tt6878882/?ref_=bo_cso_table_175,Operation Red Sea,"$579,330,426","$1,543,547",0.3%,"$577,786,879",99.7%,2018,"Well Go USA Entertainment

",436059,0,,142,"['Action', 'Drama', 'Thriller', 'War']",1543547,577786879,579330426
