title,Year of Release,Domestic Distributor,Domestic Opening,Budget,MPAA Rating,Running Time,Genres,Original Release Gross Worldwide
Spy,2015,Twentieth Century Fox,29085719,65000000,R,117.09462915601023,"['Action', 'Comedy']",235666219
American Pie,1999,Universal Pictures,18709680,11000000,R,95.0,['Comedy'],235483004
American Reunion,2012,Universal Pictures,21514080,50000000,R,113.0,['Comedy'],234989584
Big Daddy,1999,Sony Pictures Entertainment (SPE),41536370,34200000,PG-13,93.0,"['Comedy', 'Drama']",234801895
The Day the Earth Stood Still,2008,Twentieth Century Fox,30480153,80000000,PG-13,104.0,"['Drama', 'Science fiction', 'Thriller']",233093859
American Wedding,2003,Universal Pictures,33369440,55000000,R,96.0,['Comedy'],232722935
The Girl with the Dragon Tattoo,2011,Sony Pictures Entertainment (SPE),12768604,90000000,R,158.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",232617430
Juno,2007,Fox Searchlight Pictures,413869,7500000,PG-13,96.0,"['Comedy', 'Drama']",232372681
Argo,2012,Warner Bros.,19458109,44500000,R,117.09462915601023,"['Biography', 'Drama', 'Thriller']",232325503
The English Patient,1996,Miramax,278439,27000000,R,162.0,"['Drama', 'Romance', 'War']",231976425
Annabelle Comes Home,2019,Warner Bros.,20269723,30000000,R,106.0,"['Horror', 'Mystery', 'Thriller']",231252591
Constantine,2005,Warner Bros.,29769098,100000000,R,121.0,"['Action', 'Fantasy', 'Horror', 'Mystery']",230884728
Get Smart,2008,Warner Bros.,38683480,80000000,PG-13,110.0,"['Action', 'Adventure', 'Comedy']",230685453
The Heat,1996,Twentieth Century Fox,39115043,43000000,R,117.0,"['Action', 'Comedy', 'Crime']",229930771
Ghost Rider,2007,Sony Pictures Entertainment (SPE),45388836,110000000,PG-13,110.0,"['Action', 'Fantasy', 'Thriller']",228738393
Sleepless in Seattle,1993,TriStar Pictures,17253733,21000000,PG,105.0,"['Comedy', 'Drama', 'Romance']",126680884
The Green Hornet,2011,Sony Pictures Entertainment (SPE),33526876,120000000,PG-13,119.0,"['Action', 'Comedy', 'Crime']",227817248
Baby Driver,2017,TriStar Pictures,20553320,34000000,R,113.0,"['Action', 'Crime', 'Drama', 'Music', 'Thriller']",226945087
Immortals,2011,Relativity Media,32206425,75000000,R,110.0,"['Action', 'Drama', 'Fantasy', 'Romance']",226904017
Taken,2008,Twentieth Century Fox,24717037,25000000,PG-13,90.0,"['Action', 'Crime', 'Thriller']",226837760
Percy Jackson & the Olympians: The Lightning Thief,2010,Twentieth Century Fox,31236067,95000000,PG,118.0,"['Adventure', 'Family', 'Fantasy']",226497209
Hansel & Gretel: Witch Hunters,2013,Paramount Pictures,19690956,50000000,R,88.0,"['Action', 'Fantasy', 'Horror']",226349749
Valerian and the City of a Thousand Planets,2017,STX Entertainment,17007624,177200000,PG-13,136.0,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",225874228
Ford v Ferrari,2019,Twentieth Century Fox,31474958,97600000,PG-13,152.0,"['Action', 'Biography', 'Drama', 'Sport']",225508210
Jumper,2008,Twentieth Century Fox,27354808,85000000,PG-13,88.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",225132113
The Social Network,2010,Sony Pictures Entertainment (SPE),22445653,40000000,PG-13,117.09462915601023,"['Biography', 'Drama']",224920315
Chicken Run,2000,DreamWorks Distribution,17506162,45000000,,117.09462915601023,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",224834564
Con Air,1997,Walt Disney Studios Motion Pictures,24131738,75000000,R,115.0,"['Action', 'Crime', 'Thriller']",224012234
Elf,2003,New Line Cinema,32100000,33000000,PG,97.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",220443451
Interview with the Vampire: The Vampire Chronicles,1994,Warner Bros.,36389705,60000000,R,123.0,"['Drama', 'Horror']",223664608
Yes Man,2008,Warner Bros.,18262471,70000000,PG-13,104.0,"['Comedy', 'Romance']",223241637
Non-Stop,2014,Universal Pictures,28875635,50000000,PG-13,106.0,"['Action', 'Mystery', 'Thriller']",222809600
Fahrenheit 9/11,2004,Lionsgate,23920637,6000000,R,122.0,"['Documentary', 'Drama', 'War']",222446882
Wild Wild West,1999,Warner Bros.,27687484,170000000,PG-13,106.0,"['Action', 'Comedy', 'Science fiction', 'Western']",222104681
Geostorm,2017,Warner Bros.,13707376,120000000,PG-13,109.0,"['Action', 'Science fiction', 'Thriller']",221600160
Scary Movie 3,2003,Dimension Films,49700000,48000000,PG-13,84.0,['Comedy'],220673217
Collateral,2004,DreamWorks Distribution,24701458,65000000,R,117.09462915601023,"['Crime', 'Drama', 'Thriller']",220239925
Inferno,2016,Sony Pictures Entertainment (SPE),14860425,75000000,PG-13,121.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",220021259
Knocked Up,2007,Universal Pictures,30690990,30000000,R,129.0,"['Comedy', 'Romance']",219922417
Green Lantern,2011,Warner Bros.,53174303,200000000,PG-13,114.0,"['Action', 'Adventure', 'Science fiction']",219851172
What Happens in Vegas,2008,Twentieth Century Fox,20172474,35000000,PG-13,99.0,"['Comedy', 'Romance']",219375562
It's Complicated,2009,Universal Pictures,22100820,85000000,R,121.0,"['Comedy', 'Drama', 'Romance']",219103655
The Terminal,2004,DreamWorks Distribution,19053199,60000000,PG-13,128.0,"['Comedy', 'Drama', 'Romance']",219100084
Captain Phillips,2013,Sony Pictures Entertainment (SPE),25718314,55000000,PG-13,134.0,"['Adventure', 'Biography', 'Crime', 'Drama', 'Thriller']",218791811
The Prince of Egypt,1998,DreamWorks Distribution,14524321,70000000,PG,99.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",218613188
Jack Reacher,2012,Paramount Pictures,15210156,60000000,PG-13,130.0,"['Action', 'Thriller']",218340595
Kingdom of Heaven,2005,Twentieth Century Fox,19635996,130000000,R,144.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",218122627
The Emoji Movie,2017,Sony Pictures Entertainment (SPE),24531923,50000000,PG,86.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",217776646
Dracula Untold,2014,Universal Pictures,23514615,70000000,PG-13,92.0,"['Action', 'Drama', 'Fantasy', 'Horror', 'War']",217124280
Central Intelligence,2016,Warner Bros.,35535250,50000000,PG-13,107.0,"['Action', 'Comedy', 'Crime']",216972543
Million Dollar Baby,2004,Warner Bros.,179953,30000000,PG-13,132.0,"['Drama', 'Sport']",216763646
The Help,2011,Walt Disney Studios Motion Pictures,26044590,25000000,PG-13,146.0,['Drama'],216639112
Twins,1988,Universal Pictures,11174980,15000000,,107.0,"['Comedy', 'Crime']",216614388
Little Women,2019,Sony Pictures Entertainment (SPE),16755310,40000000,PG,135.0,"['Drama', 'Romance']",216601214
Valentine's Day,2010,Warner Bros.,56260707,52000000,PG-13,125.0,"['Comedy', 'Romance']",216485654
Bad Teacher,2011,Sony Pictures Entertainment (SPE),31603106,20000000,R,92.0,"['Comedy', 'Romance']",216197492
Clear and Present Danger,1994,Paramount Pictures,20348017,62000000,PG-13,141.0,"['Action', 'Crime', 'Drama', 'Thriller']",215887717
Ted 2,2015,Universal Pictures,33507870,68000000,R,115.0,['Comedy'],215863606
Dracula,1992,Columbia Pictures,30521679,40000000,R,128.0,['Horror'],82522790
Vertical Limit,2000,Sony Pictures Entertainment (SPE),15507845,75000000,PG-13,124.0,"['Action', 'Adventure', 'Drama', 'Thriller']",215663859
The Patriot,2000,Sony Pictures Entertainment (SPE),22413710,110000000,R,165.0,"['Action', 'Drama', 'History', 'War']",215294342
The Sorcerer's Apprentice,2010,Walt Disney Studios Motion Pictures,17619622,150000000,PG,109.0,"['Action', 'Adventure', 'Family', 'Fantasy']",215283742
Just Go with It,2011,Sony Pictures Entertainment (SPE),30514732,80000000,PG-13,117.0,"['Comedy', 'Romance']",214945591
Dirty Dancing,1987,Vestron Pictures,3900000,6000000,,100.0,"['Drama', 'Music', 'Romance']",63446382
